input_DAT,DAT,temp_mean,temp_std,temp_min,temp_max,humidity_mean,humidity_std,humidity_min,humidity_max,co2_mean,co2_std,co2_min,co2_max,ec_mean,ec_std,ec_min,ec_max,water_spray_sum,water_spray_mean,water_spray_max,total_light_sum,total_light_mean,total_light_max,white_light_sum,red_light_sum,blue_light_sum,case_id,cum_water_spray,cum_total_light,cum_red_light,cum_white_light,cum_co2,ec_x_spray,temp_x_humidity,light_x_co2,temp_x_light,temp_mean_ema,humidity_mean_ema,co2_mean_ema,ec_mean_ema,total_light_mean_ema,temp_mean_kf,humidity_mean_kf,co2_mean_kf,ec_mean_kf,total_light_mean_kf,predicted_weight_g
10,11,25.614413196666664,0.364564472714393,25.2649998,26.40166629,78.56938231333334,3.230251209675871,75.49500033,83.4299998,724.6931286749999,171.39076793933353,531.3333333,1068.566667,1.4306017534166668,0.003577916726819619,1.423905561,1.436836821,4119.42,171.6425,252.0,269241.308,11218.387833333334,19557.48000000001,255572.65999999997,13668.648,0.0,CASE_01,44329.97,2964208.0822,150513.9888,2813694.0933999997,6362.2867594291665,5893.249475059686,2012.5086231805938,195117325.8630693,6896458.112722995,25.761587342285456,78.28426679948522,638.6444563483471,1.4247180539512905,11217.784756660154,26.316563121153983,77.96211557771018,585.2152576482645,1.4076088457737912,11227.172070818997,6.23378221607406
11,12,25.653119085,0.3589005900913344,25.30166655,26.58333365,78.74524653833333,2.8677670336427536,75.70166613,82.67833328,610.0994971208333,50.90275994704052,536.9833333,705.0833333,1.431732367375,0.0029358139872546858,1.424228474,1.43557452,3948.41,164.51708333333332,252.0,269152.5874,11214.691141666668,19231.522000000023,255492.21339999995,13660.374,0.0,CASE_01,48278.380000000005,3233360.6696,164174.3628,3069186.3067999994,6972.38625655,5653.066396667124,2020.061186825549,164209858.22151116,6904603.376608071,25.70733996965527,78.51481295459168,624.3684913915832,1.4282260671116707,11216.237571432643,26.237249401733347,78.0557376858243,588.190130403116,1.4104927758710568,11225.679994835264,7.77475053996193
12,13,25.389280895833334,0.2384708344144616,25.1666666,26.08333365,79.10070132,2.883367610357581,75.93499985,83.05166651,568.4749529125,11.302957595758441,547.55,596.45,1.4407330055833334,0.006630180809370477,1.428837347,1.452336762,3974.13,165.58875,252.0000000000001,269264.406,11219.350250000001,19557.48000000001,255597.4128,13666.9932,0.0,CASE_01,52252.51,3502625.0756,177841.356,3324783.7195999995,7540.8612094625005,5725.660259478893,2008.3099248708945,153070070.5218623,6836429.639183711,25.548291017589023,78.8077929014495,596.4183102646971,1.4344802998036412,11217.794100722338,26.139995476444867,78.1755850793303,585.9289869934483,1.4139610427001683,11224.954033284781,9.44717552517705
13,14,25.749999884583332,0.5241959852828236,25.16166655,26.54666684,79.42173618666668,2.49923282113437,76.47000033,82.91666679,530.9451388875,30.7616774219278,477.25,569.85,1.4390336327083333,0.009041260329138812,1.427193405,1.453643099,3845.53,160.23041666666668,252.0000000000001,269457.46400000004,11227.394333333335,19231.52200000001,255795.43519999998,13662.0288,0.0,CASE_01,56098.04,3772082.5396000003,191503.3848,3580579.1547999997,8071.806348350001,5533.847005588877,2045.1096976400747,143067130.64775354,6938529.666900118,25.64915160712802,79.11478328126388,563.6797263715151,1.4367571052211616,11222.594510021569,26.096758032336666,78.31374148411592,579.8331205043246,1.4167407528603557,11225.224580796492,11.2070198973396
14,15,25.576180522083334,0.36764529857457207,25.18666655,26.32999935,80.00590283041667,2.551847220220584,76.79333356,84.22833316,515.6972222333334,30.487441499661166,474.2166667,566.3833333,1.4408799994166668,0.005266545847958149,1.431816949,1.448902146,4029.4,167.89166666666668,252.00000000000009,269243.8248,11218.4927,19231.522000000023,255560.28359999994,13683.5412,0.0,CASE_01,60127.44,4041326.3644000003,205186.926,3836139.4383999994,8587.503570583334,5805.881869649517,2046.2454136229949,138848292.55283827,6886228.667540978,25.6126649511213,79.56035665366049,539.6877421251706,1.438818615231207,11220.54354242022,26.040622552285683,78.49621246610684,572.9171485942222,1.4193437623389022,11224.498661307629,14.3993257739001
15,16,25.395802665,0.15117510336470188,25.18666655,25.763333,80.69034723666667,2.407022522068275,78.4,84.10166677,605.6659722166667,35.0230772102786,549.9833333,691.4166667,1.45043597825,0.00533482711198423,1.440315503,1.458839142,4029.4,167.89166666666668,252.00000000000023,268987.16080000007,11207.79836666667,19231.522000000023,255325.13199999998,13662.0288,0.0,CASE_01,64156.840000000004,4310313.5252,218848.9548,4091464.5703999996,9193.1695428,5844.386730760551,2049.196135392715,162916370.2597329,6831144.855095426,25.504232153507463,80.1253605664391,572.6773605525475,1.4446273853754017,11214.170857303987,25.972650760370023,78.7275007296981,576.3692695176596,1.4226212568327556,11222.738248865879,17.792803392748
16,17,25.375265862916667,0.2149710142578743,25.0816666,25.90999966,80.90430439666666,2.128632231281043,78.62666677,83.77500025,619.3571798500001,57.60448724494745,532.0666667,744.25,1.4428713806250002,0.006058447788030895,1.433563632,1.453408267,3986.99,166.12458333333333,252.0,269096.67809999996,11212.361587499998,19231.522000000023,255439.61369999996,13657.0644,0.0,CASE_01,68143.83,4579410.2033,232506.0192,4346904.184099999,9812.52672265,5752.713765838069,2052.9682335197544,166666959.65501925,6828399.749615204,25.439748516240954,80.51483545301045,596.0174482720115,1.4437493763015234,11213.266215500124,25.91083914518996,78.95273533331597,580.8172429803051,1.4247165439157248,11221.664572243091,21.6577637240387
17,18,25.48069450708333,0.22065560163549977,25.20166658,25.92666639,81.61062497583333,1.9310941122352305,79.75833321,84.29000003,555.3520833375,39.96461753281283,476.8666667,614.45,1.4334425572916665,0.004467951075283254,1.426532906,1.440330195,4012.71,167.19625,252.0,269183.16660000006,11215.965275000002,19231.522000000023,255504.58979999996,13678.5768,0.0,CASE_01,72156.54000000001,4848593.3699,246184.59600000002,4602408.773899999,10367.8788059875,5751.989284069843,2079.4954035413543,149491432.37069535,6858974.034583919,25.460221589760717,81.06273230448251,575.6846882414317,1.4385959471378227,11214.61575039813,25.867004429107325,79.22359268579062,578.2221669429638,1.425605785080165,11221.083774403507,26.520552831132
18,19,25.44242810791667,0.23794986532463028,25.13000002,25.89666627,82.03580867,1.9045007764739201,80.2799998,84.55333303,640.8838629875,105.06471824475588,486.35,844.2,1.426724798916667,0.008049225691533893,1.414577915,1.439434862,3967.7,165.32083333333333,252.0,269208.21200000006,11217.008833333335,19231.522000000023,255572.65999999997,13635.552,0.0,CASE_01,76124.24,5117801.581900001,259820.14800000002,4857981.4339,11008.762668975001,5660.815984661659,2087.190164361282,172531198.8545179,6849310.579870791,25.451324831869474,81.54927141524095,608.2843377933629,1.4326603617060143,11215.81229414796,25.824273308078208,79.50662576037254,584.5286997944897,1.4257184072714986,11220.673655441697,32.5334545268946
19,20,27.737253183333337,1.9479443381344128,25.09833333,30.29999943,82.63908998458334,1.1236179991693234,80.03166656,84.8549998,594.4152059375,39.27688780827627,489.9833333,653.55,1.429829647,0.009085063940960645,1.41459919,1.454787999,3999.8500000000004,166.6604166666667,252.0,268915.35,11204.80625,19231.522000000023,255263.24999999997,13652.100000000002,0.0,CASE_01,80124.09000000001,5386716.9319,273472.248,5113244.6839,11603.1778749125,5719.10411355295,2292.181361742654,159847373.15000486,7458973.147834698,26.594290097618025,82.09418121957863,601.3497652521078,1.4312450030032158,11210.309266825885,26.014847421709785,79.81868685455001,585.5136093429323,1.4261279755462728,11219.092919142899,39.5417147187192
20,21,28.121805597916666,1.1900409216785421,26.36833283,29.35999956,82.17861113041666,0.6128514761646631,81.22333323,83.20500018,531.35,32.694119348493224,478.6166667,589.5,1.4331869027916666,0.003772869718463686,1.428617175,1.442443804,4106.56,171.10666666666668,252.00000000000023,268605.94,11191.914166666667,19231.522000000023,254953.83999999997,13652.100000000002,0.0,CASE_01,84230.65000000001,5655322.871900001,287124.348,5368198.523899999,12134.527874912501,5885.468007528147,2311.010926516368,142723766.219,7553684.027125668,27.358048211955598,82.13639619512732,566.3498659368013,1.4322159533604264,11201.111712360542,26.22299777144779,80.05182819970058,580.1626847943963,1.4268253402075632,11216.407879213177,47.5384800692857
21,22,27.933872064166668,1.171271075363059,26.29999927,29.07666696,82.20505994125,0.6692461107040641,80.886667,83.33333308,519.5319204875,33.91966064763451,473.6333333,581.4833333,1.4518202016250001,0.0075230648145627734,1.442502515,1.469744891,3986.9900000000002,166.12458333333333,252.0,269241.308,11218.387833333334,19231.522000000023,255572.65999999997,13668.648000000001,0.0,CASE_01,88217.64000000001,5924564.179900001,300792.996,5623771.1839,12654.0597954,5788.39262567686,2296.30562742603,139879453.8198065,7520952.252060894,27.6459602067047,82.17072807637402,542.9408876310152,1.4420180798297222,11209.749774906411,26.39086446230005,80.2630978929973,574.213746399941,1.429277773266095,11216.602147341235,55.8406479112313
22,23,27.518867271666664,1.1965809626361663,25.89166625,28.89833295,83.03627402458334,0.5602592098552611,82.04333331,84.14166654,560.3115900375,32.314036320362895,500.3166667,640.75,1.4907377874583332,0.015196401075343017,1.470728326,1.519327039,4035.83,168.15958333333333,252.0,268689.6962,11195.404008333333,19231.522000000023,255034.28659999993,13655.4096,0.0,CASE_01,92253.47000000002,6193253.876100001,314448.4056,5878805.4705,13214.3713854375,6016.364284757965,2285.0642036162512,150549950.90451482,7394036.086992239,27.58241373161035,82.60350110206923,551.6262398696323,1.466377936547949,11202.576890764798,26.50092213514758,80.53367284981859,572.8573322455544,1.43527434178437,11214.533874258459,65.4975146664984
23,24,27.37263152,1.2607345399097427,25.57000027,28.80499964,83.49332957375,0.5016797052629003,82.56499952,84.29666659,536.2312499999999,25.656876880530206,472.1666667,575.7,1.5491480184166668,0.01727641890367122,1.519767374,1.581884549,3822.41,159.26708333333332,252.0,269431.27190000005,11226.302995833335,19231.522000000023,255767.58829999997,13663.6836,0.0,CASE_01,96075.88000000002,6462685.148000001,328112.0892,6134573.0588,13750.6026354375,5921.4788770760515,2285.4321448001774,144477467.72002688,7375042.925683632,27.477522619553177,83.04841536442858,543.9287444760097,1.5077629799490488,11214.43994400616,26.58558377204655,80.8211188579277,569.3001558172773,1.446333912819075,11215.676907836743,74.6938345249564
24,25,27.394951581249998,1.232454114971428,25.59833371,28.85499948,83.56071084374999,0.5507338350159797,82.12666677,84.563333,547.3877707125,30.181607378611403,484.1666667,592.9666667,1.6157981021249999,0.020743272609408572,1.586420029,1.662334512,3967.7,165.32083333333333,252.0,268589.392,11191.224666666667,19231.52200000001,254953.83999999997,13635.552,0.0,CASE_01,100043.58000000002,6731274.540000001,341747.6412,6389526.8988,14297.99040615,6411.002129801362,2289.1416276593627,147022548.52390578,7357993.389077376,27.436237099171183,83.30456311172308,545.6582576457984,1.5617805426468732,11202.83230499048,26.66389552152273,81.08619270793886,567.17998598443,1.462730706695978,11213.310989940248,81.5419579524476
25,26,27.54481547791667,1.2871826453863782,25.53666681,29.07833344,82.78779457,0.4712232826053482,81.82833341,83.66206847,611.4630747166666,88.53375010444363,527.9666667,825.2833333,1.5451310509166667,0.17166741300588506,1.235931891,1.68637706,3935.55,163.98125000000002,252.0,269380.75800000003,11224.198250000001,19231.522000000023,255708.80039999995,13671.9576,0.0,CASE_01,103979.13000000002,7000655.298000001,355419.59880000004,6645235.6992,14909.453480866667,6080.940507435088,2280.3745252543217,164716386.5561863,7420043.272411326,27.4905262893529,83.04617883701133,578.5606666715166,1.5534557966577216,11213.51527765443,26.748868215906757,81.25032759208895,571.4514902657367,1.4706789648955825,11214.36116460711,82.8472745459845
26,27,28.0347387475,1.321309842708521,26.10000038,30.08333365,82.37127354083333,0.6981709978799426,80.76499952,83.58499997,844.3735758291667,225.69557228154417,544.1,1264.366667,0.5581212225000001,0.4327686220705447,0.0,1.209533093,4106.56,171.10666666666668,252.0,269078.1135,11211.588062499999,19231.522000000023,255421.0491,13657.0644,0.0,CASE_01,108085.69000000002,7269733.411500001,369076.6632,6900656.7483,15753.827056695833,2291.9582874696007,2309.2571340161217,227202448.87336135,7543534.614642653,27.7626325204538,82.70872618640811,711.4671222405719,1.0557885058709506,11212.551670070035,26.872589509533515,81.35818050531536,597.7109562505294,1.3828763272082534,11214.094347869637,82.4824831050573
27,28,28.921944273333335,1.438193908504896,26.79333267,30.91833302,82.70895832875,0.3202704647084994,82.16166636,83.36166687,573.5055555541667,90.77580934165975,464.4333333,778.1,3.3763499999999996e-05,0.000161924057637369,0.0,0.000810324,3890.54,162.10583333333332,252.0,268915.35,11204.80625,19231.522000000023,255263.24999999997,13652.100000000002,0.0,CASE_01,111976.23000000001,7538648.761500001,382728.7632,7155919.9983,16327.33261225,0.13135824728999998,2392.1038836895564,154224447.19879317,7777554.766943929,28.34228839905295,82.70884225757949,642.4863386403958,0.5279111327189788,11208.67896002059,27.069363221844984,81.48787867740364,595.3868166544262,1.2500993821864674,11213.20252887841,82.2516268247695
0,1,25.321805466545914,2.4116433092317875,21.564999961853,28.8883332252502,52.52496667501736,8.075464307721997,42.0563335800233,64.7449998219808,671.7423611111109,78.92772288196697,609.783333333333,921.433333333333,2.940818079809342,0.04444302871100741,2.85363331635793,3.0341003537178,2221.2,92.55,123.400000000001,113673.23439999999,4736.384766666666,9663.9,0.0,58394.5824,55278.652,CASE_02,2221.2,113673.23439999999,58394.5824,0.0,671.7423611111109,6532.14511887251,1330.0269882815965,76359126.87099275,2878411.5282298746,25.321805466545914,52.52496667501736,671.7423611111109,2.940818079809342,4736.384766666666,25.321805466545914,52.52496667501736,671.7423611111109,2.940818079809342,4736.384766666666,1.05117766026507
1,2,23.349791551563516,2.5013292092072743,20.1986666170724,26.2599999427795,49.666147392331446,10.531434677809079,34.4813876043297,64.5966662724812,617.6694444444441,10.435568036619463,602.183333333333,633.2,3.0409066357098724,0.052160170482959234,2.88585828969278,3.11459738294278,2221.2,92.55,123.400000000001,113521.83329999998,4730.076387499999,9502.83500000002,0.0,58316.8068,55205.02650000001,CASE_02,4442.4,227195.06769999996,116711.3892,0.0,1289.411805555555,6754.461819238768,1159.6941887801693,70118967.70672579,2650711.1441063415,24.007129523224318,50.61908715322675,635.6937499999998,3.007543783743029,4732.179180555555,23.52890271550379,49.925804002929624,622.5806993642141,3.0318159403510596,4730.649355635028,1.2204517207189
2,3,21.123480066060434,3.694515459128819,13.2388332366788,26.3999999682108,41.453823150306846,13.461538366071398,15.8253831725567,63.0929993565465,617.7569444444441,14.685020016527156,597.316666666666,639.433333333333,3.07804072583159,0.10604325744226438,2.69753315597445,3.19781327724438,2221.2,92.55,123.400000000001,113689.34089999998,4737.055870833333,9502.835000000096,0.0,58402.8564,55286.4845,CASE_02,6663.599999999999,340884.40859999997,175114.2456,0.0,1907.1687499999991,6836.944060217127,875.6490069775012,70232379.85028675,2401514.526224699,22.359329833416382,45.38179343727251,625.4441468253965,3.0478277506507783,4734.965860714286,22.376843910546327,45.868213483877284,620.2703987899828,3.0539549482848374,4733.717707155293,1.33302399866082
3,4,24.818680458598617,1.8738942325349432,21.9199996948242,27.6750000317891,50.66045403431398,9.325292894807076,38.8812542253251,65.2933331807454,633.1541666666662,19.36044211142907,613.316666666666,672.116666666666,3.1402589754801062,0.023938888831618103,3.10110578934351,3.17670104900995,2221.2,92.55,123.400000000001,113670.01310000003,4736.250545833334,9502.83500000002,0.0,58392.9276,55277.0855,CASE_02,8884.8,454554.4217,233507.1732,0.0,2540.322916666665,6975.143236336411,1257.325620565162,71970642.41931956,2821139.7328536194,23.670983500180242,48.197079089027966,629.5561574074071,3.0971244038930865,4735.651026111112,23.178699885389484,47.441900601190035,624.5012005030013,3.0822956658135157,4734.549446621607,1.45350550780559
4,5,25.969860887527414,2.2356902557574236,22.7716663360595,29.8599999745686,55.917500032317946,8.866808248818822,44.9866662343343,66.4533339182535,664.4305555555553,42.62938194774722,620.95,775.583333333333,3.1720481632484288,0.03327024332404227,3.11713516712188,3.22138759295145,2221.2,92.55,123.400000000001,113682.8983,4736.787429166667,9663.899999999994,0.0,58399.5468,55283.3515,CASE_02,11106.0,568237.3200000001,291906.72,0.0,3204.7534722222204,7045.7533802074095,1452.1696970176067,75534391.27463469,2952329.0541419266,24.85750086139169,52.18181247911312,647.5558467741932,3.135794731302296,4736.237556720431,23.884387297643958,49.58478086688478,634.5965132486451,3.104987731090189,4735.1152742860395,1.61264165032769
5,6,26.153194228808033,1.6879700880671493,22.3233326594034,29.225,57.77054008602314,8.293976481754571,46.7520981090579,67.8766668955485,645.858333333333,22.735878808288582,620.35,704.3,3.2408356936938265,0.03321344289086801,3.21096232732137,3.35204565922419,2221.2,92.55,123.400000000001,113686.1196,4736.92165,9502.83500000002,0.0,58401.2016,55284.91799999999,CASE_02,13327.2,681923.4396,350307.9216,0.0,3850.6118055555535,7198.544242832727,1510.8841555729034,73425127.72798997,2973255.1670183,25.51563082579364,55.02053126357535,646.6936177248673,3.1891488709297398,4736.585032671958,24.356588109871296,51.28846137794146,636.9404062075843,3.1332614098240397,4735.491230506731,1.8037850697473
6,7,25.28652775155169,2.300739779607223,21.5199995358785,28.1966669400533,54.778736350007456,9.922351339137215,39.0599998474121,68.3816680908203,627.7555555555554,27.18966250091353,557.533333333333,694.1,3.3114995843834296,0.09416124298206834,2.9640318830808,3.39460308551788,2221.2,92.55,123.400000000001,113679.677,4736.653208333333,9502.83500000002,0.0,58397.89200000001,55281.785,CASE_02,15548.400000000001,795603.1166000001,408705.8136,0.0,4478.367361111109,7355.502876832474,1385.164036909397,71363048.79051109,2874564.3072479325,25.400177308065416,54.898681858312784,637.1500273403321,3.2508059233788433,4736.619388910761,24.52311033965311,51.91345717858272,635.2956953658945,3.1651781245542954,4735.699303299813,2.28657708352283
7,8,26.787083156903524,1.7971268200861228,23.5266666094462,29.4883332888285,54.03326383166774,9.271038262145453,41.208333269755,69.1899998982747,617.4854166666663,18.38206485027524,570.316666666666,643.35,3.331929233670229,0.0899123873022463,3.04933329423268,3.42575647433598,2221.2,92.55,123.400000000001,113663.5705,4735.982104166666,9502.835000000006,0.0,58389.618,55273.9525,CASE_02,17769.600000000002,909266.6871000001,467095.4316,0.0,5095.852777777775,7400.881213828312,1447.3935314977912,70185597.1900135,3044715.5148940664,26.09634965571749,54.4642759468988,627.2791639433548,3.291526643838833,4736.299496960784,24.88309345170581,52.25051714242731,632.463771102572,3.1916923930739576,4735.7442700659185,2.81616731358391
8,9,26.69333326021825,2.0214564605922867,23.4483331362406,30.3699999491373,61.87562502755055,7.5101602886153005,50.2900000254313,70.2333329518636,598.2562499999998,13.864446948156305,580.033333333333,616.466666666666,3.42471029857794,0.03741814815189786,3.36026832262675,3.49493995507558,2221.2,92.55,123.400000000001,113676.4557,4736.518987500001,9663.9,0.0,58396.2372,55280.2185,CASE_02,19990.800000000003,1022943.1428000001,525491.6688,0.0,5694.109027777775,7606.966515201319,1651.6666795447077,68007650.1003731,3034403.5158405364,26.39542559065329,58.17720229650124,612.739308817134,3.3582487878959983,4736.409456996087,25.144802902889005,53.642035376834386,627.51833153595,3.225380188402808,4735.856272284377,3.40202674906942
9,10,26.927708191341768,2.4957915341185695,23.2466665903727,30.9100000381469,62.76805542574984,6.965700683236686,53.8216664632161,70.669999440511,595.764583333333,14.098381434960768,574.933333333333,613.266666666666,3.4821561800108967,0.04749531287871174,3.41290844678878,3.54863235155741,2221.2,92.55,123.400000000001,113682.8983,4736.787429166667,9502.835000000006,0.0,58399.5468,55283.351500000004,CASE_02,22212.000000000004,1136626.0411,583891.2156,0.0,6289.8736111111075,7734.565307040203,1690.1998802425583,67728244.53782517,3061219.9117683833,26.661827048671377,60.47487267985929,604.2436495329639,3.4202630447511577,4736.598627818508,25.383494623246744,54.863808310934104,623.2672045493524,3.259756833971394,4735.980933666895,4.16890865555352
10,11,27.95102772368325,1.9266644137617077,25.289999961853,30.5696668752042,62.67930555343622,6.893904982738273,53.829999923706,70.9833335876464,630.4187499999997,25.04427760122317,603.65,681.15,3.513225950135121,0.035430148339744574,3.47139757474263,3.59872742096583,2221.2,92.55,123.400000000001,113666.7918,4736.116325,9502.835000000006,0.0,58391.272800000006,55275.519,CASE_02,24433.200000000004,1250292.8329,642282.4884,0.0,6920.292361111107,7803.57748044013,1751.9510072253092,71657676.80306622,3177103.648863932,27.306742286195636,61.577627571184536,617.3375932937088,3.4667672045524176,4736.35735860202,25.706441156401116,55.84684831104725,624.1667321190612,3.291638398541238,4735.9979633058265,4.99559433892768
